constellation_id,Constellation,star_id,Name,galaxy_id,Galaxy
548,Auriga,153,Hassaleh,-1,
549,Auriga,183,Mahasim,-1,
550,Auriga,195,Menkalinan,-1,
551,Auriga,262,Saclateni,-1,
552,Orion,42,Alnilam,-1,
553,Orion,43,Alnitak,-1,
554,Orion,92,Bellatrix,-1,
555,Orion,93,Betelgeuse,-1,
556,Orion,154,Hatysa,-1,
557,Orion,192,Meissa,-1,
558,Orion,208,Mintaka,-1,
559,Orion,256,Rigel,-1,
560,Orion,268,Saiph,-1,
561,Orion,291,Tabit,-1,
562,Hydra,45,Alphard,39,Hydra A
563,Hydra,45,Alphard,77,Southern Pinwheel Galaxy
564,Hydra,77,Ashlesha,39,Hydra A
565,Hydra,77,Ashlesha,77,Southern Pinwheel Galaxy
566,Hydra,136,Felis,39,Hydra A
567,Hydra,136,Felis,77,Southern Pinwheel Galaxy
568,Hydra,206,Minchir,39,Hydra A
569,Hydra,206,Minchir,77,Southern Pinwheel Galaxy
570,Hydra,313,Ukdah,39,Hydra A
571,Hydra,313,Ukdah,77,Southern Pinwheel Galaxy
572,Hydra,331,Zhang,39,Hydra A
573,Hydra,331,Zhang,77,Southern Pinwheel Galaxy
574,Corona Borealis,46,Alphecca,-1,
575,Corona Borealis,228,Nusakan,-1,
576,Pisces,48,Alpherg,65,Pisces Cloud
577,Pisces,48,Alpherg,66,Pisces Dwarf
578,Pisces,50,Alrescha,65,Pisces Cloud
579,Pisces,50,Alrescha,66,Pisces Dwarf
580,Pisces,139,Fumalsamakah,65,Pisces Cloud
581,Pisces,139,Fumalsamakah,66,Pisces Dwarf
582,Pisces,255,Revati,65,Pisces Cloud
583,Pisces,255,Revati,66,Pisces Dwarf
584,Pisces,311,Torcular,65,Pisces Cloud
585,Pisces,311,Torcular,66,Pisces Dwarf
586,Lynx,53,Alsciaukat,6,Bear's Paw
587,Vela,54,Alsephina,-1,
588,Vela,187,Markeb,-1,
589,Vela,288,Suhail,-1,
590,Aquila,55,Alshain,-1,
591,Aquila,57,Altair,-1,
592,Aquila,179,Libertas,-1,
593,Aquila,230,Okab,-1,
594,Aquila,297,Tarazed,-1,
595,Serpens,63,Alya,37,Hoag's Object
596,Serpens,63,Alya,74,Seyfert's Sextet
597,Serpens,148,Gudja,37,Hoag's Object
598,Serpens,148,Gudja,74,Seyfert's Sextet
599,Serpens,314,Unukalhai,37,Hoag's Object
600,Serpens,314,Unukalhai,74,Seyfert's Sextet
601,Phoenix,67,Ankaa,63,Phoenix Dwarf
602,Phoenix,322,Wurren,63,Phoenix Dwarf
603,Vulpecula,68,Anser,-1,
604,Lepus,73,Arneb,-1,
605,Lepus,226,Nihal,-1,
606,Carina,78,Aspidiske,12,Carina Dwarf
607,Carina,84,Avior,12,Carina Dwarf
608,Carina,99,Canopus,12,Carina Dwarf
609,Carina,204,Miaplacidus,12,Carina Dwarf
610,,79,Asterope,-1,
611,Triangulum Australe,83,Atria,-1,
612,Puppis,87,Azmidi,-1,
613,Puppis,222,Naos,-1,
614,Puppis,312,Tureis,-1,
615,Ophiuchus,88,Barnard’s Star,-1,
616,Ophiuchus,104,Cebalrai,-1,
617,Ophiuchus,149,Guniibuu,-1,
618,Ophiuchus,185,Marfik,-1,
619,Ophiuchus,252,Rasalhague,-1,
620,Ophiuchus,261,Sabik,-1,
621,Ophiuchus,325,Yed Posterior,-1,
622,Ophiuchus,326,Yed Prior,-1,
623,Cetus,89,Baten Kaitos,15,Cetus A
624,Cetus,89,Baten Kaitos,59,Minkowski's Object
625,Cetus,89,Baten Kaitos,92,Wolf-Lundmark-Melotte
626,Cetus,121,Diphda,15,Cetus A
627,Cetus,121,Diphda,59,Minkowski's Object
628,Cetus,121,Diphda,92,Wolf-Lundmark-Melotte
629,Cetus,164,Kaffaljidhma,15,Cetus A
630,Cetus,164,Kaffaljidhma,59,Minkowski's Object
631,Cetus,164,Kaffaljidhma,92,Wolf-Lundmark-Melotte
632,Cetus,196,Menkar,15,Cetus A
633,Cetus,196,Menkar,59,Minkowski's Object
634,Cetus,196,Menkar,92,Wolf-Lundmark-Melotte
635,Cetus,209,Mira,15,Cetus A
636,Cetus,209,Mira,59,Minkowski's Object
637,Cetus,209,Mira,92,Wolf-Lundmark-Melotte
638,Aries,94,Bharani,-1,
639,Aries,96,Botein,-1,
640,Aries,152,Hamal,-1,
641,Aries,181,Lilii Borea,-1,
642,Aries,203,Mesarthim,-1,
643,Aries,281,Sheratan,-1,
644,Libra,97,Brachium,28,Fath 703
645,Libra,334,Zubenelgenubi,28,Fath 703
646,Libra,335,Zubenelhakrabi,28,Fath 703
647,Libra,336,Zubeneschamali,28,Fath 703
648,Ara,106,Cervantes,-1,
649,Canes Venatici,109,Chara,26,Eye of Sauron
650,Canes Venatici,109,Chara,38,Hockey Stick Galaxy
651,Canes Venatici,109,Chara,83,Sunflower Galaxy
652,Canes Venatici,109,Chara,89,Whale galaxy
653,Canes Venatici,112,Cor Caroli,26,Eye of Sauron
654,Canes Venatici,112,Cor Caroli,38,Hockey Stick Galaxy
655,Canes Venatici,112,Cor Caroli,83,Sunflower Galaxy
656,Canes Venatici,112,Cor Caroli,89,Whale galaxy
657,Canes Venatici,176,La Superba,26,Eye of Sauron
658,Canes Venatici,176,La Superba,38,Hockey Stick Galaxy
659,Canes Venatici,176,La Superba,83,Sunflower Galaxy
660,Canes Venatici,176,La Superba,89,Whale galaxy
661,Hercules,113,Cujam,36,Hercules A
662,Hercules,173,Kornephoros,36,Hercules A
663,Hercules,182,Maasym,36,Hercules A
664,Hercules,188,Marsic,36,Hercules A
665,Hercules,229,Ogma,36,Hercules A
666,Hercules,251,Rasalgethi,36,Hercules A
667,Hercules,271,Sarin,36,Hercules A
668,Fornax,116,Dalim,30,Fornax A
669,Fornax,116,Dalim,31,Fornax Dwarf
670,Coma Berenices,120,Diadem,7,Black Eye Galaxy
671,Coma Berenices,120,Diadem,19,Coma Cluster
672,Coma Berenices,120,Diadem,20,Coma Pinwheel Galaxy
673,Coma Berenices,120,Diadem,52,Malin 1
674,Coma Berenices,120,Diadem,58,Mice Galaxies
675,Coma Berenices,120,Diadem,60,Needle Galaxy
676,Virgo,127,Elgafar,10,Butterfly Galaxies
677,Virgo,127,Elgafar,27,Eyes Galaxies
678,Virgo,127,Elgafar,54,McLeish's Object
679,Virgo,127,Elgafar,67,Reinmuth 80
680,Virgo,127,Elgafar,76,Sombrero Galaxy
681,Virgo,127,Elgafar,88,Virgo A
682,Virgo,127,Elgafar,91,Wild's Triplet
683,Virgo,156,Heze,10,Butterfly Galaxies
684,Virgo,156,Heze,27,Eyes Galaxies
685,Virgo,156,Heze,54,McLeish's Object
686,Virgo,156,Heze,67,Reinmuth 80
687,Virgo,156,Heze,76,Sombrero Galaxy
688,Virgo,156,Heze,88,Virgo A
689,Virgo,156,Heze,91,Wild's Triplet
690,Virgo,165,Kang,10,Butterfly Galaxies
691,Virgo,165,Kang,27,Eyes Galaxies
692,Virgo,165,Kang,54,McLeish's Object
693,Virgo,165,Kang,67,Reinmuth 80
694,Virgo,165,Kang,76,Sombrero Galaxy
695,Virgo,165,Kang,88,Virgo A
696,Virgo,165,Kang,91,Wild's Triplet
697,Virgo,170,Khambalia,10,Butterfly Galaxies
698,Virgo,170,Khambalia,27,Eyes Galaxies
699,Virgo,170,Khambalia,54,McLeish's Object
700,Virgo,170,Khambalia,67,Reinmuth 80
701,Virgo,170,Khambalia,76,Sombrero Galaxy
702,Virgo,170,Khambalia,88,Virgo A
703,Virgo,170,Khambalia,91,Wild's Triplet
704,Virgo,180,Lich,10,Butterfly Galaxies
705,Virgo,180,Lich,27,Eyes Galaxies
706,Virgo,180,Lich,54,McLeish's Object
707,Virgo,180,Lich,67,Reinmuth 80
708,Virgo,180,Lich,76,Sombrero Galaxy
709,Virgo,180,Lich,88,Virgo A
710,Virgo,180,Lich,91,Wild's Triplet
711,Virgo,207,Minelauva,10,Butterfly Galaxies
712,Virgo,207,Minelauva,27,Eyes Galaxies
713,Virgo,207,Minelauva,54,McLeish's Object
714,Virgo,207,Minelauva,67,Reinmuth 80
715,Virgo,207,Minelauva,76,Sombrero Galaxy
716,Virgo,207,Minelauva,88,Virgo A
717,Virgo,207,Minelauva,91,Wild's Triplet
718,Virgo,243,Porrima,10,Butterfly Galaxies
719,Virgo,243,Porrima,27,Eyes Galaxies
720,Virgo,243,Porrima,54,McLeish's Object
721,Virgo,243,Porrima,67,Reinmuth 80
722,Virgo,243,Porrima,76,Sombrero Galaxy
723,Virgo,243,Porrima,88,Virgo A
724,Virgo,243,Porrima,91,Wild's Triplet
725,Virgo,285,Spica,10,Butterfly Galaxies
726,Virgo,285,Spica,27,Eyes Galaxies
727,Virgo,285,Spica,54,McLeish's Object
728,Virgo,285,Spica,67,Reinmuth 80
729,Virgo,285,Spica,76,Sombrero Galaxy
730,Virgo,285,Spica,88,Virgo A
731,Virgo,285,Spica,91,Wild's Triplet
732,Virgo,290,Syrma,10,Butterfly Galaxies
733,Virgo,290,Syrma,27,Eyes Galaxies
734,Virgo,290,Syrma,54,McLeish's Object
735,Virgo,290,Syrma,67,Reinmuth 80
736,Virgo,290,Syrma,76,Sombrero Galaxy
737,Virgo,290,Syrma,88,Virgo A
738,Virgo,290,Syrma,91,Wild's Triplet
739,Virgo,318,Vindemiatrix,10,Butterfly Galaxies
740,Virgo,318,Vindemiatrix,27,Eyes Galaxies
741,Virgo,318,Vindemiatrix,54,McLeish's Object
742,Virgo,318,Vindemiatrix,67,Reinmuth 80
743,Virgo,318,Vindemiatrix,76,Sombrero Galaxy
744,Virgo,318,Vindemiatrix,88,Virgo A
745,Virgo,318,Vindemiatrix,91,Wild's Triplet
746,Virgo,328,Zaniah,10,Butterfly Galaxies
747,Virgo,328,Zaniah,27,Eyes Galaxies
748,Virgo,328,Zaniah,54,McLeish's Object
749,Virgo,328,Zaniah,67,Reinmuth 80
750,Virgo,328,Zaniah,76,Sombrero Galaxy
751,Virgo,328,Zaniah,88,Virgo A
752,Virgo,328,Zaniah,91,Wild's Triplet
753,Virgo,330,Zavijava,10,Butterfly Galaxies
754,Virgo,330,Zavijava,27,Eyes Galaxies
755,Virgo,330,Zavijava,54,McLeish's Object
756,Virgo,330,Zavijava,67,Reinmuth 80
757,Virgo,330,Zavijava,76,Sombrero Galaxy
758,Virgo,330,Zavijava,88,Virgo A
759,Virgo,330,Zavijava,91,Wild's Triplet
760,Columba,128,Elkurud,-1,
761,Columba,233,Phact,-1,
762,Columba,320,Wazn,-1,
763,Piscis Austrinus,137,Fomalhaut,-1,
764,Canis Minor,146,Gomeisa,-1,
765,Canis Minor,246,Procyon,-1,
766,Centaurus,150,Hadar,4,Backward Galaxy
767,Centaurus,150,Hadar,14,Centaurus A
768,Centaurus,150,Hadar,32,Fourcade-Figueroa object
769,Centaurus,150,Hadar,34,Hardcastle Nebula
770,Centaurus,150,Hadar,71,Seashell Galaxy
771,Centaurus,197,Menkent,4,Backward Galaxy
772,Centaurus,197,Menkent,14,Centaurus A
773,Centaurus,197,Menkent,32,Fourcade-Figueroa object
774,Centaurus,197,Menkent,34,Hardcastle Nebula
775,Centaurus,197,Menkent,71,Seashell Galaxy
776,Centaurus,248,Proxima Centauri,4,Backward Galaxy
777,Centaurus,248,Proxima Centauri,14,Centaurus A
778,Centaurus,248,Proxima Centauri,32,Fourcade-Figueroa object
779,Centaurus,248,Proxima Centauri,34,Hardcastle Nebula
780,Centaurus,248,Proxima Centauri,71,Seashell Galaxy
781,Centaurus,257,Rigil Kentaurus,4,Backward Galaxy
782,Centaurus,257,Rigil Kentaurus,14,Centaurus A
783,Centaurus,257,Rigil Kentaurus,32,Fourcade-Figueroa object
784,Centaurus,257,Rigil Kentaurus,34,Hardcastle Nebula
785,Centaurus,257,Rigil Kentaurus,71,Seashell Galaxy
786,Centaurus,309,Toliman,4,Backward Galaxy
787,Centaurus,309,Toliman,14,Centaurus A
788,Centaurus,309,Toliman,32,Fourcade-Figueroa object
789,Centaurus,309,Toliman,34,Hardcastle Nebula
790,Centaurus,309,Toliman,71,Seashell Galaxy
791,Equuleus,171,Kitalpha,-1,
792,Ursa Minor,172,Kochab,87,Ursa Minor Dwarf
793,Ursa Minor,235,Pherkad,87,Ursa Minor Dwarf
794,Ursa Minor,239,Polaris,87,Ursa Minor Dwarf
795,Ursa Minor,327,Yildun,87,Ursa Minor Dwarf
796,Corona Australis,201,Meridiana,-1,
797,Triangulum,216,Mothallah,86,Triangulum Galaxy
798,Pavo,232,Peacock,-1,
799,Octans,240,Polaris Australis,-1,
800,Leo Minor,244,Praecipua,-1,
801,Sagitta,278,Sham,-1,
802,Camelopardalis,310,Tonatiuh,40,Integral Sign Galaxy
